atomic_number,mass,abundance,mass_number,mass_uncertainty,is_radioactive,half_life,half_life_unit,spin,g_factor,quadrupole_moment,parity,discovery_year,g_factor_uncertainty,abundance_uncertainty,half_life_uncertainty,quadrupole_moment_uncertainty
"80",198.968280994,16.94,"199",5.64e-07,"0",,,1/2,1.0077999830246,0,"-","1925",0.00119999994058162,0.12,,0
"81",198.969877,,"199",3e-05,"1",7.42,hour,1/2,3.1800000667572,0,"+","1949",0.0399999991059303,,0.08,0
"82",198.97291262,,"199",7.322e-06,"1",90,minute,3/2,-0.713800013065338,0.0799999982118607,"-","1950",0.000933333300054073,,10,0.0899999961256981
"83",198.977672841,,"199",1.1395e-05,"1",27,minute,9/2,1.02222216129303,,"-","1950",0.0888888910412788,,1,
"84",198.983640445,,"199",5.828e-06,"1",5.47,minute,3/2,-0.606666684150696,-0.270000010728836,"-","1965",0.0466666668653488,,0.15,0.149999991059303
"85",198.990527715,,"199",5.78e-06,"1",7.02,sec,9/2,0.875555574893951,-1,"-","1967",0.0155555559322238,,0.12,0.5
"86",198.998325436,,"199",7.833e-06,"1",590,msec,3/2,,,"-","1980",,,30,
"87",199.007269384,,"199",1.4734e-05,"1",6.6,msec,1/2,,0,"+","1999",,,2.2,0
"76",199.980086,,"200",0.000322,"1",7,sec,"0",0,0,"+","2005",0,,4,0
"77",199.976844,,"200",0.00021,"1",43,sec,"2",,,"-","2008",,,6,
"78",199.971444609,,"200",2.1588e-05,"1",12.6,hour,"0",0,0,"+","1957",0,,0.3,0
"79",199.970756558,,"200",2.8681e-05,"1",48.4,minute,"1",,,"-","1951",,,0.3,
"80",199.968326941,23.14,"200",5.68e-07,"0",,,"0",0,0,"+","1925",0,0.09,,0
"81",199.970963608,,"200",6.182e-06,"1",26.1,hour,"2",0.0199999995529652,,"-","1949",0.00499999988824129,,0.1,
"82",199.971818546,,"200",1.0744e-05,"1",21.5,hour,"0",0,0,"+","1950",0,,0.4,0
"83",199.97813129,,"200",2.437e-05,"1",36.4,minute,"7",,,"+","1950",,,0.5,
"84",199.981812355,,"200",8.136e-06,"1",11.51,minute,"0",0,0,"+","1951",0,,0.08,0
"85",199.990351099,,"200",2.6264e-05,"1",43.2,sec,"3",1.42666673660278,-0.5,"+","1963",0.0499999970197678,,0.9,0.5
"86",199.995705335,,"200",6.217e-06,"1",1.09,sec,"0",0,0,"+","1971",0,,0.16,0
"87",200.006584666,,"200",3.2769e-05,"1",47.5,msec,"3",,,"+","1995",,,2.8,
"76",200.984069,,"201",0.000322,"1",,sec,1/2,,0,"-","2009",,,,0
"77",200.978701,,"201",0.000215,"1",21,sec,3/2,,,"+","2008",,,5,
"78",200.974513305,,"201",5.3788e-05,"1",2.5,minute,5/2,,,"-","1962",,,0.1,
"79",200.971657678,,"201",3.455e-06,"1",26,minute,3/2,,,"+","1952",,,0.8,
"80",200.970303054,13.17,"201",7.63e-07,"0",,,3/2,-0.372000008821487,0.386999994516373,"-","1925",0.000466666650027037,0.09,,0.00600000005215406
"81",200.970820235,,"201",1.5228e-05,"1",3.0421,day,1/2,3.19799995422363,0,"+","1950",0.00600000005215406,,0.0008,0
"82",200.972870431,,"201",1.4758e-05,"1",9.33,hour,5/2,0.269239991903305,0.00999999977648258,"-","1950",0.00023999999393709,,0.03,0.0399999991059303
"83",200.976995017,,"201",1.3072e-05,"1",103,minute,9/2,1.06666672229767,,"-","1950",0.0666666701436043,,3,
"84",200.982263799,,"201",5.305e-06,"1",15.6,minute,3/2,-0.653333365917206,0.100000001490116,"-","1951",0.0466666668653488,,0.1,0.100000001490116
"85",200.988417058,,"201",8.786e-06,"1",85.2,sec,9/2,0.891111135482788,-1,"-","1963",0.0155555559322238,,1.6,0.5
"86",200.995590511,,"201",1.0865e-05,"1",7,sec,3/2,,,"-","1967",,,0.4,
"87",201.003852491,,"201",9.747e-06,"1",62.8,msec,9/2,,,"-","1980",,,1.9,
"88",201.012814699,,"201",2.1794e-05,"1",20,msec,3/2,,,"-","2005",,,30,
"76",201.986548,,"202",0.000429,"1",,sec,"0",0,0,"+","2009",0,,,0
"77",201.982136,,"202",0.000322,"1",11,sec,"2",,,"-","2008",,,3,
"78",201.975639,,"202",2.7e-05,"1",44,hour,"0",0,0,"+","1992",0,,15,0
"79",201.973856,,"202",2.5e-05,"1",28.4,sec,"1",,,"-","1967",,,1.2,
"80",201.970643604,29.74,"202",7.57e-07,"0",,,"0",0,0,"+","1920",0,0.13,,0
"81",201.972108874,,"202",1.972e-06,"1",12.31,day,"2",0.0299999993294477,,"-","1940",0.00499999988824129,,0.08,
"82",201.972151613,,"202",4.075e-06,"1",52.5,kyear,"0",0,0,"+","1954",0,,2.8,0
"83",201.977723042,,"202",1.5032e-05,"1",1.72,hour,"5",0.847999930381775,-1,"+","1951",0.00280000013299286,,0.05,0.0899999961256981
"84",201.980738934,,"202",9.307e-06,"1",44.6,minute,"0",0,0,"+","1951",0,,0.4,0
"85",201.988625686,,"202",2.9631e-05,"1",184,sec,"3",1.37999999523163,-0.5,"+","1961",0.053333330899477,,1,0.300000011920929
"86",201.993263982,,"202",1.8808e-05,"1",9.7,sec,"0",0,0,"+","1967",0,,0.1,0
"87",202.003329637,,"202",6.476e-06,"1",372,msec,"3",1.30000007152557,,"+","1980",0.0166666656732559,,12,
"88",202.009742305,,"202",1.6122e-05,"1",4.1,msec,"0",0,0,"+","2005",0,,1.1,0
"76",202.992195,,"203",0.000429,"1",,msec,9/2,,,"+","2012",,,,
"77",202.984573,,"203",0.000429,"1",,sec,3/2,,,"+","2009",,,,
"78",202.979055,,"203",0.000215,"1",22,sec,1/2,,0,"-","2008",,,4,0
"79",202.975154492,,"203",3.309e-06,"1",60,sec,3/2,,,"+","1952",,,6,
"80",202.972872396,,"203",1.75e-06,"1",46.61,day,5/2,0.338239997625351,0.34400001168251,"-","1943",0.00039999996079132,,0.01,0.00700000021606684
"81",202.972344098,29.515,"203",1.257e-06,"0",,,1/2,3.23200011253357,0,"+","1931",0.00400000018998981,0.044,,0
"82",202.973390617,,"203",7.036e-06,"1",51.924,hour,5/2,0.273639976978302,0.100000001490116,"-","1942",0.00023999999393709,,0.015,0.0499999970197678
"83",202.976892077,,"203",1.3717e-05,"1",11.76,hour,9/2,0.888666689395905,-0.930000007152557,"-","1950",0.00288888905197382,,0.05,0.0700000002980232
"84",202.981416072,,"203",4.981e-06,"1",36.7,minute,5/2,0.296000003814697,0.170000001788139,"-","1951",0.0199999995529652,,0.5,0.0999999940395355
"85",202.986942904,,"203",1.1404e-05,"1",7.4,minute,9/2,0.888888895511627,-0.699999988079071,"-","1951",0.0155555559322238,,0.2,0.400000005960464
"86",202.993361155,,"203",6.242e-06,"1",44.2,sec,3/2,,,"-","1967",,,1.6,
"87",203.000940867,,"203",6.689e-06,"1",550,msec,9/2,0.831111133098602,-0.469999998807907,"-","1967",0.00888888910412788,,10,0.0199999995529652
"88",203.009233907,,"203",1.04e-05,"1",36,msec,3/2,,,"-","1996",,,13,
"77",203.989726,,"204",0.000429,"1",,sec,,,,,"2011",,,,
"78",203.981084,,"204",0.000215,"1",10.3,sec,"0",0,0,"+","2008",0,,1.4,0
"79",203.97811,,"204",0.000215,"1",38.3,sec,"2",,,"-","1972",,,1.3,
"80",203.973494037,6.82,"204",5.34e-07,"0",,,"0",0,0,"+","1920",0,0.04,,0
"81",203.97386342,,"204",1.238e-06,"1",3.783,year,"2",0.0450000017881393,,"-","1953",0.00499999988824129,,0.012,
"82",203.973043506,1.4,"204",1.231e-06,"0",,,"0",0,0,"+","1932",0,0.6,,0
"83",203.977835687,,"204",9.854e-06,"1",11.22,hour,"6",0.717000007629395,-0.680000007152557,"+","1947",0.00250000017695129,,0.1,0.199999988079071
"84",203.980310078,,"204",1.0811e-05,"1",3.519,hour,"0",0,0,"+","1951",0,,0.012,0
"85",203.987251393,,"204",2.4335e-05,"1",9.12,minute,"7",0.688571453094482,-0.600000023841858,"+","1961",0.0257142838090658,,0.11,0.300000011920929
"86",203.991443729,,"204",7.991e-06,"1",1.242,minute,"0",0,0,"+","1967",0,,0.023,0
"87",204.000651972,,"204",2.6389e-05,"1",1.75,sec,"3",1.33000004291534,-0.141000002622604,"+","1964",0.00999999977648258,,0.26,0.00900000054389238
"88",204.006506855,,"204",9.58e-06,"1",60,msec,"0",0,0,"+","1995",0,,9,0
"77",204.993988,,"205",0.000537,"1",,sec,3/2,,,"+","2012",,,,
"78",204.986237,,"205",0.000322,"1",,sec,9/2,,,"+","2009",,,,
"79",204.980064,,"205",0.000215,"1",32,sec,3/2,,,"+","1994",,,1.4,
"80",204.976073151,,"205",3.923e-06,"1",5.14,minute,1/2,1.19700002670288,0,"-","1940",0.00139999995008111,,0.09,0
"81",204.974427318,70.485,"205",1.33e-06,"0",,,1/2,3.26399993896484,0,"+","1931",0.00400000018998981,0.044,,0
"82",204.974481682,,"205",1.228e-06,"1",17,Myear,5/2,0.283760011196136,0.230000004172325,"-","1954",0.00023999999393709,,0.9,0.0399999991059303
"83",204.977385182,,"205",5.161e-06,"1",14.91,day,9/2,0.899333298206329,-0.810000002384186,"-","1951",0.00155555561650544,,0.07,0.0299999993294477
"84",204.981190006,,"205",1.0798e-05,"1",1.74,hour,5/2,0.303999990224838,,"-","1951",0.0240000002086163,,0.08,
"85",204.986060546,,"205",1.2941e-05,"1",26.9,minute,9/2,0.908888936042786,-0.600000023841858,"-","1951",0.0155555559322238,,0.8,0.300000011920929
"86",204.991723228,,"205",5.453e-06,"1",170,sec,5/2,0.319199979305267,0.061999998986721,"-","1967",0.00063999998383224,,4,0.00600000005215406
"87",204.998593854,,"205",8.399e-06,"1",3.9,sec,9/2,0.844444453716278,-0.305000007152557,"-","1964",0.00666666636243463,,0.07,0.0180000010877848
"88",205.006230692,,"205",2.4446e-05,"1",220,msec,3/2,,,"-","1987",,,50,
"89",205.015144152,,"205",6.3682e-05,"1",80,msec,9/2,,,"-","2014",,,60,
"78",205.99008,,"206",0.000322,"1",,msec,"0",0,0,"+","2012",0,,,0
"79",205.984766,,"206",0.000322,"1",47,sec,"6",,,"+","2009",,,11,
"80",205.977513837,,"206",2.1943e-05,"1",8.32,minute,"0",0,0,"+","1961",0,,0.07,0
"81",205.976110108,,"206",1.38e-06,"1",4.202,minute,"0",0,0,"-","1935",0,,0.011,0
"82",205.97446521,24.1,"206",1.228e-06,"0",,,"0",0,0,"+","1927",0,3,,0
"83",205.978498843,,"206",8.193e-06,"1",6.243,day,"6",0.72350001335144,-0.540000021457672,"+","1947",0.00133333343546838,,0.003,0.0399999991059303
"84",205.980473662,,"206",4.306e-06,"1",8.8,day,"0",0,0,"+","1947",0,,0.1,0
"85",205.986645768,,"206",1.4523e-05,"1",30.6,minute,"6",0.728333294391632,-0.400000005960464,"+","1961",0.0283333342522383,,0.8,0.200000002980232
"86",205.990195409,,"206",9.223e-06,"1",5.67,minute,"0",0,0,"+","1954",0,,0.17,0
"87",205.998661441,,"206",2.9856e-05,"1",,sec,"3",1.32333338260651,-0.354000002145767,"+","1964",0.0166666656732559,,,0.00900000054389238
"88",206.003827842,,"206",1.9332e-05,"1",240,msec,"0",0,0,"+","1967",0,,20,0
"89",206.014476477,,"206",6.9874e-05,"1",25,msec,"3",,,"+","1998",,,7,
"78",206.995556,,"207",0.000429,"1",,msec,9/2,,,"+","2012",,,,
"79",206.988577,,"207",0.000322,"1",,sec,3/2,,,"+","2010",,,,
"80",206.9823,,"207",3.2e-05,"1",2.9,minute,9/2,,,"+","1982",,,0.2,
"81",206.977418605,,"207",5.839e-06,"1",4.77,minute,1/2,3.73799991607666,0,"+","1908",0.0100000007078052,,0.02,0
"82",206.975896821,22.1,"207",1.231e-06,"0",,,1/2,1.18120002746582,0,"-","1927",0.0007999999797903,5,,0
"83",206.978470551,,"207",2.573e-06,"1",31.22,year,9/2,0.905088841915131,-0.759999990463257,"-","1950",0.000444444420281798,,0.17,0.0199999995529652
"84",206.981593334,,"207",7.148e-06,"1",5.8,hour,5/2,0.316000014543533,0.280000001192093,"-","1947",0.0240000002086163,,0.02,0.0299999993294477
"85",206.985799715,,"207",1.3318e-05,"1",1.81,hour,9/2,0.91777777671814,-0.5,"-","1951",0.0155555559322238,,0.03,0.300000011920929
"86",206.990730224,,"207",5.09e-06,"1",9.25,minute,5/2,0.324959993362427,0.219999998807907,"-","1954",0.00063999998383224,,0.17,0.0199999995529652
"87",206.99694145,,"207",1.8847e-05,"1",14.8,sec,9/2,0.85999995470047,-0.239999994635582,"-","1964",0.00888888910412788,,0.1,0.0199999995529652
"88",207.00377242,,"207",6.2572e-05,"1",1.38,sec,5/2,,,"-","1967",,,0.18,
"89",207.011965967,,"207",6.0384e-05,"1",31,msec,9/2,,,"-","1994",,,8,
"78",207.999463,,"208",0.000429,"1",,msec,"0",0,0,"+","2012",0,,,0
"79",207.993655,,"208",0.000322,"1",,sec,"6",,,"+","2010",,,,
"80",207.985759,,"208",3.3e-05,"1",135,sec,"0",0,0,"+","1994",0,,10,0
"81",207.982018006,,"208",1.989e-06,"1",3.053,minute,"5",0.0582000017166138,,"+","1909",0.00260000000707805,,0.004,
"82",207.976652005,52.4,"208",1.232e-06,"0",,,"0",0,0,"+","1927",0,7,,0
"83",207.97974206,,"208",2.474e-06,"1",368,kyear,"5",0.914399981498718,-0.699999988079071,"+","1953",0.0020000000949949,,4,0.0799999982118607
"84",207.981246035,,"208",1.795e-06,"1",2.898,year,"0",0,0,"+","1947",0,,0.002,0
"85",207.986613011,,"208",9.577e-06,"1",1.63,hour,"6",0.743333339691162,-0.400000005960464,"+","1950",0.0299999993294477,,0.03,0.300000011920929
"86",207.989634513,,"208",1.091e-05,"1",24.35,minute,"0",0,0,"+","1955",0,,0.14,0
"87",207.997139082,,"208",1.2514e-05,"1",59.1,sec,"7",0.672857165336609,0.0520000010728836,"+","1964",0.00571428565308452,,0.3,0.0110000008717179
"88",208.001855012,,"208",9.686e-06,"1",1.11,sec,"0",0,0,"+","1967",0,,0.045,0
"89",208.011552251,,"208",6.9225e-05,"1",97,msec,"3",,,"+","1994",,,15,
"90",208.017915348,,"208",3.4208e-05,"1",2.4,msec,"0",0,0,"+","2010",0,,1.2,0
"79",208.997606,,"209",0.000429,"1",,sec,3/2,,,"+","2010",,,,
"80",208.990757,,"209",0.000161,"1",6.3,sec,9/2,,,"+","1998",,,1.1,
"81",208.985351713,,"209",6.559e-06,"1",2.162,minute,1/2,,0,"+","1950",,,0.007,0
"82",208.981089978,,"209",1.875e-06,"1",3.235,hour,9/2,-0.326355576515198,-0.270000010728836,"+","1940",0.000422222190536559,,0.005,0.170000001788139
"83",208.980398599,100,"209",1.465e-06,"1",20.1,Eyear,9/2,0.909333348274231,-0.515999972820282,"-","1924",0.000444444478489459,0,0.8,0.0150000005960464
"84",208.982430361,,"209",1.909e-06,"1",124,year,1/2,1.36000001430511,0,"-","1949",0.159999996423721,,3,0
"85",208.986168701,,"209",5.094e-06,"1",5.42,hour,9/2,0.915555536746979,-0.400000005960464,"-","1951",0.0155555559322238,,0.05,0.200000002980232
"86",208.990401389,,"209",1.0692e-05,"1",28.8,minute,5/2,0.333920001983643,0.310000002384186,"-","1952",0.00047999998787418,,1,0.0299999993294477
"87",208.995939701,,"209",1.2349e-05,"1",50.5,sec,9/2,0.873333334922791,-0.259999990463257,"-","1964",0.0111111104488373,,0.7,0.0199999995529652
"88",209.001994902,,"209",6.169e-06,"1",4.71,sec,5/2,0.344399988651276,0.389999985694885,"-","1967",0.0052000000141561,,0.08,0.0399999991059303
"89",209.009495375,,"209",5.9953e-05,"1",94,msec,9/2,,,"-","1968",,,10,
"90",209.017601,,"209",0.000111,"1",,msec,5/2,,,"-",,,,,
"79",210.002877,,"210",0.000429,"1",,sec,"6",,,"+","2010",,,,
"80",209.99431,,"210",0.000215,"1",64,sec,"0",0,0,"+","1998",0,,12,0
"81",209.990072942,,"210",1.2456e-05,"1",1.3,minute,"5",,,"+","1909",,,0.03,
"82",209.984188381,,"210",1.554e-06,"1",22.2,year,"0",0,0,"+","1900",0,,0.22,0
"83",209.984120237,,"210",1.463e-06,"1",5.012,day,"1",-0.0443000011146069,0.189999997615814,"-","1905",9.99999974737875e-05,,0.005,0.00600000005215406
"84",209.982873686,,"210",1.23e-06,"1",138.376,day,"0",0,0,"+","1898",0,,0.002,0
"85",209.987147423,,"210",8.261e-06,"1",8.1,hour,"5",0.943999946117401,-0.400000005960464,,"1949",0.0319999977946281,,0.4,0.200000002980232
"86",209.989688862,,"210",4.892e-06,"1",2.4,hour,"0",0,0,"+","1952",0,,0.1,0
"87",209.996410596,,"210",1.4407e-05,"1",3.18,minute,"6",0.730000019073486,0.209999993443489,"+","1964",0.00833333283662796,,0.06,0.0199999995529652
"88",210.000475406,,"210",9.868e-06,"1",4,sec,"0",0,0,"+","1967",0,,0.1,0
"89",210.009408625,,"210",6.6782e-05,"1",350,msec,"7",,,"+","1968",,,40,
"90",210.015093515,,"210",2.0299e-05,"1",16,msec,"0",0,0,"+","1995",0,,3.6,0
"80",210.999581,,"211",0.000215,"1",26.4,sec,9/2,,,"+","2010",,,8.1,
"81",210.993475,,"211",4.5e-05,"1",81,sec,1/2,,0,"+","1998",,,16,0
"82",210.988735288,,"211",2.426e-06,"1",36.1628,minute,9/2,-0.3109110891819,0.0900000035762787,"+","1904",0.000266666640527546,,0.0025,0.0599999986588955
"83",210.987268715,,"211",5.842e-06,"1",2.14,minute,9/2,0.855555534362793,-0.699999988079071,"-","1905",0.00666666636243463,,0.02,0.300000011920929
"84",210.986653171,,"211",1.347e-06,"1",516,msec,9/2,-0.266666680574417,-0.769999980926514,"+","1913",0.0177777782082558,,3,0.149999991059303
"85",210.987496226,,"211",2.929e-06,"1",7.214,hour,9/2,0.911111116409302,,"-","1940",0.0888888910412788,,0.007,
"86",210.990600767,,"211",7.314e-06,"1",14.6,hour,1/2,1.19679999351501,0,"-","1952",0.00239999988116324,,0.2,0
"87",210.995555189,,"211",1.2872e-05,"1",3.1,minute,9/2,0.882222235202789,-0.209999993443489,"-","1964",0.0111111104488373,,0.02,0.0199999995529652
"88",211.000893049,,"211",5.331e-06,"1",12.6,sec,5/2,0.34960001707077,0.46000000834465,"-","1967",0.00160000007599592,,1.2,0.0399999991059303
"89",211.007668846,,"211",5.7706e-05,"1",213,msec,9/2,,,"-","1968",,,25,
"90",211.014896923,,"211",9.2399e-05,"1",48,msec,5/2,,,"-","1995",,,20,
"91",211.023674036,,"211",7.4581e-05,"1",6,msec,9/2,,,"-","2006",,,3,
"80",212.003242,,"212",0.000322,"1",,sec,"0",0,0,"+","2010",0,,,0
"81",211.998335,,"212",0.000215,"1",31,sec,"5",,,"+","1998",,,8,
"82",211.991895891,,"212",1.975e-06,"1",10.627,hour,"0",0,0,"+","1905",0,,0.006,0
"83",211.99128503,,"212",1.989e-06,"1",60.55,minute,"1",0.319999992847443,0.100000001490116,,"1905",0.0399999991059303,,0.06,0.400000005960464
"84",211.988867982,,"212",1.237e-06,"1",294.4,nsec,"0",0,0,"+","1906",0,,0.8,0
"85",211.990737301,,"212",2.559e-06,"1",314,msec,"1",,,"-","1954",,,3,
"86",211.990703946,,"212",3.338e-06,"1",23.9,minute,"0",0,0,"+","1950",0,,1.2,0
"87",211.99622542,,"212",9.419e-06,"1",20,minute,"5",0.918000042438507,-0.100000001490116,"+","1950",0.00999999977648258,,0.6,0.0020000000949949
"88",211.999786619,,"212",1.1007e-05,"1",13,sec,"0",0,0,"+","1967",0,,0.2,0
"89",212.007836442,,"212",2.3492e-05,"1",895,msec,"7",0.714285731315613,,"+","1968",0.0428571440279484,,28,
"90",212.01300157,,"212",1.0852e-05,"1",31.7,msec,"0",0,0,"+","1980",0,,1.3,0
"91",212.023184819,,"212",9.4047e-05,"1",5.8,msec,"3",,,"+","1997",,,1.9,
"80",213.008803,,"213",0.000322,"1",,sec,9/2,,,"+","2010",,,,
"81",213.001915,,"213",2.9e-05,"1",23.8,sec,1/2,,0,"+","2010",,,4.4,0
"82",212.996560796,,"213",7.465e-06,"1",10.2,minute,9/2,,,"+","1964",,,0.3,
"83",212.99438357,,"213",5.455e-06,"1",45.6,minute,9/2,0.821999967098236,-0.829999983310699,"-","1947",0.00155555561650544,,0.04,0.0499999970197678
"84",212.992857154,,"213",3.277e-06,"1",3.705,usec,9/2,,,"+","1947",,,0.001,
"85",212.992936593,,"213",5.258e-06,"1",125,nsec,9/2,,,"-","1968",,,6,
"86",212.993885147,,"213",3.618e-06,"1",19.5,msec,9/2,,,"+","1967",,,0.1,
"87",212.99618441,,"213",5.053e-06,"1",34.14,sec,9/2,0.886666655540466,-0.137999996542931,"-","1964",0.00222222227603197,,0.06,0.00300000002607703
"88",213.000370971,,"213",1.054e-05,"1",2.73,minute,1/2,1.22000002861023,0,"-","1955",0.00400000018998981,,0.05,0
"89",213.006592665,,"213",1.2522e-05,"1",738,msec,9/2,0.933333277702332,,"-","1968",0.0888888910412788,,16,
"90",213.01301147,,"213",9.895e-06,"1",144,msec,5/2,,,"-","1968",,,21,
"91",213.021099644,,"213",6.1374e-05,"1",7.4,msec,9/2,,,"-","1995",,,2.4,
"80",214.012636,,"214",0.000429,"1",,sec,"0",0,0,"+","2010",0,,,0
"81",214.00694,,"214",0.00021,"1",11,sec,"5",,,"+","2010",,,2.4,
"82",213.999803521,,"214",2.114e-06,"1",27.06,minute,"0",0,0,"+","1904",0,,0.07,0
"83",213.998710909,,"214",1.2033e-05,"1",19.9,minute,"1",,,"-","1904",,,0.4,
"84",213.995201287,,"214",1.556e-06,"1",163.47,usec,"0",0,0,"+","1912",0,,0.03,0
"85",213.996372331,,"214",4.274e-06,"1",558,nsec,"1",,,"-","1949",,,10,
"86",213.99536265,,"214",9.862e-06,"1",259,nsec,"0",0,0,"+","1970",0,,3,0
"87",213.998971193,,"214",9.145e-06,"1",5.51,msec,"1",0.24099999666214,,"-","1967",0.0160000007599592,,0.13,
"88",214.00009956,,"214",5.636e-06,"1",2.437,sec,"0",0,0,"+","1967",0,,0.016,0
"89",214.0069064,,"214",1.4547e-05,"1",8.2,sec,"5",0.965999960899353,0.140000000596046,"+","1968",0.0399999991059303,,0.2,0.0799999982118607
"90",214.01148148,,"214",1.1445e-05,"1",87,msec,"0",0,0,"+","1968",0,,10,0
"91",214.020891055,,"214",8.718e-05,"1",17,msec,"7",,,"+","1995",,,3,
"80",215.018368,,"215",0.000429,"1",,msec,9/2,,,"+","2010",,,,
"81",215.010768,,"215",0.000322,"1",9.7,sec,1/2,,0,"+","2010",,,3.8,0
"82",215.004661591,,"215",5.656e-05,"1",142,sec,9/2,,,"+","1998",,,11,
"83",215.001749095,,"215",6.037e-06,"1",7.62,minute,9/2,,,"-","1953",,,0.13,
"84",214.999418385,,"215",2.276e-06,"1",1.781,msec,9/2,,,"+","1911",,,0.005,
"85",214.998651002,,"215",7.116e-06,"1",37,usec,9/2,,,"-","1944",,,3,
"86",214.998745037,,"215",6.538e-06,"1",2.3,usec,9/2,,,"+","1952",,,0.1,
"87",215.000341534,,"215",7.585e-06,"1",90,nsec,9/2,,,"-","1970",,,4,
"88",215.002718208,,"215",7.73e-06,"1",1.669,msec,9/2,,,"+","1967",,,0.009,
"89",215.006474061,,"215",1.3318e-05,"1",171,msec,9/2,0.919999957084656,0.0399999991059303,"-","1968",0.0133333327248693,,10,0.0999999940395355
"90",215.01172464,,"215",6.8e-06,"1",1.35,sec,1/2,,0,"-","1968",,,0.14,0
"91",215.019113955,,"215",8.8513e-05,"1",14,msec,9/2,,,"-","1979",,,2,
"92",215.026719774,,"215",0.000111794,"1",1.4,msec,5/2,,,"-","2015",,,0.9,
"80",216.022459,,"216",0.000429,"1",,sec,"0",0,0,"+","2010",0,,,0
"81",216.015964,,"216",0.000322,"1",5.9,sec,"5",,,"+","2010",,,3.3,
"82",216.008062,,"216",0.000215,"1",1.66,minute,"0",0,0,"+","2010",0,,0.2,0
"83",216.006305985,,"216",1.2e-05,"1",2.21,minute,"6",,,"-","1989",,,0.04,
"84",216.001913416,,"216",1.948e-06,"1",144,msec,"0",0,0,"+","1910",0,,0.6,0
"85",216.002422643,,"216",3.837e-06,"1",300,usec,"1",,,"-","1948",,,30,
"86",216.000271942,,"216",6.192e-06,"1",29,usec,"0",0,0,"+","1949",0,,4,0
"87",216.003189523,,"216",4.48e-06,"1",700,nsec,"1",,,"-","1970",,,20,
"88",216.003533534,,"216",8.592e-06,"1",172,nsec,"0",0,0,"+","1972",0,,7,0
"89",216.008749101,,"216",9.908e-06,"1",440,usec,"1",,,"-","1967",,,16,
"90",216.011055933,,"216",1.192e-05,"1",26.28,msec,"0",0,0,"+","1968",0,,0.16,0
"91",216.019134633,,"216",2.6459e-05,"1",105,msec,"5",,,"+","1972",,,12,
"92",216.024762829,,"216",3.0158e-05,"1",6.9,msec,"0",0,0,"+","2015",0,,2.9,0
"81",217.020032,,"217",0.000429,"1",,sec,1/2,,0,"+","2010",,,,0
"82",217.013162,,"217",0.000322,"1",19.9,sec,9/2,,,"+","2010",,,5.3,
"83",217.009372,,"217",1.9e-05,"1",98.5,sec,9/2,,,"-","1998",,,1.3,
"84",217.006316145,,"217",7.025e-06,"1",1.53,sec,9/2,-0.246666669845581,,"+","1956",0.0222222208976746,,0.05,
"85",217.004717794,,"217",5.368e-06,"1",32.6,msec,9/2,0.844444453716278,-1.39999997615814,"-","1947",0.0444444455206394,,0.3,0.0799999982118607
"86",217.003927632,,"217",4.506e-06,"1",593,usec,9/2,,,"+","1949",,,38,
"87",217.00463198,,"217",7.011e-06,"1",22,usec,9/2,,,"-","1968",,,5,
"88",217.006322676,,"217",7.564e-06,"1",1.95,usec,9/2,,,"+","1970",,,0.12,
"89",217.009342325,,"217",1.2048e-05,"1",69,nsec,9/2,0.851111111111111,,"-","1972",0.0111111111111111,,4,
"90",217.013103443,,"217",1.1394e-05,"1",248,usec,9/2,,,"+","1968",,,4,
"91",217.018309024,,"217",1.3417e-05,"1",3.8,msec,9/2,,,"-","1968",,,0.2,
"92",217.02466,,"217",8.6e-05,"1",850,usec,1/2,,0,"-","2000",,,710,0
"81",218.025454,,"218",0.000429,"1",,sec,"6",,,"+",,,,,
"82",218.016779,,"218",0.000322,"1",14.8,sec,"0",0,0,"+","2009",0,,6.8,0
"83",218.014188,,"218",2.9e-05,"1",33,sec,"8",,,"-","1998",,,1,
"84",218.008971234,,"218",2.112e-06,"1",3.097,minute,"0",0,0,"+","1904",0,,0.012,0
"85",218.008695941,,"218",1.2349e-05,"1",1.28,sec,"2",,0.600000023841858,,"1943",,,0.06,0.400000005960464
"86",218.005601123,,"218",2.486e-06,"1",33.75,msec,"0",0,0,"+","1948",0,,0.15,0
"87",218.00757862,,"218",4.546e-06,"1",1.4,msec,"1",,,"-","1949",,,0.5,
"88",218.007134297,,"218",1.0528e-05,"1",25.91,usec,"0",0,0,"+","1970",0,,0.14,0
"89",218.01164886,,"218",6.1853e-05,"1",1,usec,"1",,,"-","1970",,,0.04,
"90",218.013276248,,"218",1.1289e-05,"1",122,nsec,"0",0,0,"+","1973",0,,5,0
"91",218.020021133,,"218",1.9158e-05,"1",108,usec,"8",,,"-","1979",,,5,
"92",218.023504877,,"218",1.4722e-05,"1",354,usec,"0",0,0,"+","1992",0,,91,0
"82",219.022136,,"219",0.000429,"1",,sec,11/2,,,"+","2009",,,,
"83",219.01752,,"219",0.000215,"1",8.7,sec,9/2,,,"-","2009",,,2.9,
"84",219.013614,,"219",1.7e-05,"1",10.3,minute,9/2,,,"+","1998",,,1,
"85",219.011160587,,"219",3.474e-06,"1",56,sec,9/2,,-1.16999995708466,"-","1953",,,3,0.0599999986588955
