isotope_id,mode,relation,intensity,is_allowed_not_observed,is_observed_intensity_unknown
"1925",B-n,=,0.4,,
"1926",B-,=,100,,
"1926",B-n,=,0.18,,
"1927",B-,=,100,,
"1928",B-,=,100,,
"1929",2B-, ,,"1",
"1929",A, ,,"1",
"1930",B-,=,100,,
"1931",A,=,100,,
"1932",B+,=,100,,
"1932",A,=,9.4,,
"1933",A,=,100,,
"1933",2B+, ,,"1",
"1934",B+,=,100,,
"1935",B+,=,100,,
"1936",B+,=,100,,
"1937",B+,=,100,,
"1937",B+p,~,0.15,,
"1938",B+,=,100,,
"1938",B+p, ,,"1",
"1939",B+, ,,"1",
"1939",B+p, ,,"1",
"1940",B-, ,,"1",
"1940",B-n, ,,"1",
"1940",2n, ,,"1",
"1941",B-,=,100,,
"1941",B-n,=,25,,
"1941",2n, ,,"1",
"1942",B-,=,100,,
"1942",B-n,=,3.9,,
"1943",B-,=,100,,
"1943",B-n,=,1.43,,
"1944",B-,=,100,,
"1945",B-,=,100,,
"1946",B-,=,100,,
"1947",B-,=,100,,
"1948",A, ,,"1",
"1949",EC,=,100,,
"1950",B+,=,100,,
"1950",A,=,4.3,,
"1951",B+,=,83.3,,
"1951",A,=,16.7,,
"1952",B+,=,100,,
"1953",B+,=,100,,
"1954",B+,=,100,,
"1954",B+p,=,7,,
"1955",B+,=,100,,
"1955",B+p,=,0.26,,
"1956",B+,=,100,,
"1956",B+p,~,100,,
"1957",B-, ,,"1",
"1957",B-n, ,,"1",
"1957",2n, ,,"1",
"1958",B-,=,100,,
"1958",B-n,~,44,,
"1958",2n, ,,"1",
"1959",B-,=,100,,
"1959",B-n,=,1,,
"1960",B-,=,100,,
"1960",B-n,=,2.7,,
"1961",B-,=,100,,
"1962",B-,=,100,,
"1963",2B-,=,100,,
"1964",B-,=,100,,
"1966",B+,=,100,,
"1967",A,=,100,,
"1967",2B+, ,,"1",
"1968",B+,~,100,,
"1968",A, ,,"1",
"1969",B+,=,66.4,,
"1969",A,=,33.6,,
"1970",B+,=,100,,
"1971",B+,=,100,,
"1972",B+,=,100,,
"1973",B+, ,,"1",
"1974",p,~,100,,
"1974",B+, ,,"1",
"1975",B-,=,100,,
"1975",B-n, ,,"1",
"1975",2n, ,,"1",
"1976",B-,=,100,,
"1976",B-n, ,,"1",
"1977",B-,=,100,,
"1977",B-n, ,,"1",
"1978",B-,=,100,,
"1979",B-,=,100,,
"1980",B-,=,100,,
"1981",B-,=,100,,
"1982",B-,=,100,,
"1983",A,=,100,,
"1984",EC,=,100,,
"1984",A,~,1.1,,
"1985",B+,=,99.9905,,
"1985",A,=,0.0095,,
"1986",B+,=,94.4,,
"1986",A,=,5.6,,
"1987",B+,=,88,,
"1987",A,=,22,,
"1988",B+,=,100,,
"1989",B+,=,100,,
"1990",B+,=,100,,
"1990",B+p,=,,,"1"
"1991",p,=,,,"1"
"1991",B+,=,,,"1"
"1992",B-, ,,"1",
"1992",B-n, ,,"1",
"1993",B-,=,100,,
"1993",B-n, ,,"1",
"1994",B-,=,100,,
"1994",B-n, ,,"1",
"1995",B-,=,100,,
"1996",B-,=,100,,
"1997",B-,=,100,,
"1998",B-,=,100,,
"2000",B+,=,72.08,,
"2000",B-,=,27.92,,
"2001",A,=,100,,
"2001",2B+, ,,"1",
"2002",B+,=,100,,
"2002",A, ,,"1",
"2003",EC,=,99.9,,
"2003",A,=,0.1,,
"2004",B+,=,88,,
"2004",A,=,12,,
"2005",A,=,90,,
"2005",B+,=,10,,
"2006",B+,=,100,,
"2007",B+,=,100,,
"2008",B+,=,100,,
"2008",B+p,=,15,,
"2009",B-,=,100,,
"2009",B-n, ,,"1",
"2009",2n, ,,"1",
"2010",B-,=,100,,
"2010",B-n, ,,"1",
"2010",2n, ,,"1",
"2011",B-,=,100,,
"2011",B-n, ,,"1",
"2012",B-,=,100,,
"2012",B-n, ,,"1",
"2013",B-,=,100,,
"2014",B-,=,100,,
"2015",B-,=,100,,
"2017",EC,=,100,,
"2018",B+,=,100,,
"2019",B+,=,99.9906,,
"2019",A,=,0.0094,,
"2020",B+,=,99.949,,
"2020",A,=,0.051,,
"2021",A,=,53,,
"2021",B+,=,47,,
"2022",A,=,91,,
"2022",B+,=,9,,
"2023",B+,=,,,"1"
"2023",A, ,,"1",
"2023",B+p,=,0.008,,
"2024",A,=,,,"1"
"2024",B+, ,,"1",
"2024",p,=,0,,
"2025",B+, ,,"1",
"2026",B-,=,100,,
"2027",B-,=,100,,
"2027",B-n, ,,"1",
"2027",2n, ,,"1",
"2028",B-,=,100,,
"2028",B-n, ,,"1",
"2029",B-,=,100,,
"2029",B-n, ,,"1",
"2030",B-,=,100,,
"2031",B-,=,100,,
"2032",2B-, ,,"1",
"2033",B-,=,99.982,,
"2033",EC,=,0.018,,
"2035",B+,=,100,,
"2035",B-, ,,"1",
"2036",A,=,100,,
"2036",2B+, ,,"1",
"2037",B+,=,99.981,,
"2037",A,=,0.019,,
"2038",B+,~,100,,
"2038",A,=,0.47,,
"2039",A,=,54,,
"2039",B+,=,46,,
"2040",A,=,92.6,,
"2040",B+,=,7.4,,
"2041",B+, ,,"1",
"2041",A, ,,"1",
"2042",B+,~,100,,
"2042",A,~,0,,
"2043",B-,=,100,,
"2043",B-n, ,,"1",
"2043",2n, ,,"1",
"2044",B-,=,100,,
"2044",B-n, ,,"1",
"2045",B-,=,100,,
"2045",B-n, ,,"1",
"2046",B-,=,100,,
"2047",B-,=,100,,
"2048",B-,=,100,,
"2049",B-,=,100,,
"2051",EC,=,100,,
"2052",B+,=,100,,
"2053",B+,=,100,,
"2054",B+,=,99.978,,
"2054",A,=,0.022,,
"2055",B+,=,99.17,,
"2055",A,=,0.83,,
"2056",A,=,89,,
"2056",B+,=,11,,
"2057",A,=,90,,
"2057",B+,=,10,,
"2058",B+,~,100,,
"2058",A, ,,"1",
"2059",p,=,100,,
"2060",B-,=,100,,
"2060",B-n, ,,"1",
"2061",B-,=,100,,
"2061",B-n, ,,"1",
"2062",B-,=,100,,
"2062",B-n, ,,"1",
"2063",B-,=,100,,
"2064",B-,=,100,,
"2065",B-,=,100,,
"2066",B-,=,100,,
"2068",B+,~,100,,
"2068",B-, ,,"1",
"2069",A, ,,"1",
"2069",2B+, ,,"1",
"2070",B+,=,100,,
"2071",B+,=,100,,
"2071",A,=,1.2,,
"2072",B+,~,100,,
"2072",A,=,0.064,,
"2073",B+,=,90,,
"2073",A,=,10,,
"2074",A,=,100,,
"2074",B+, ,,"1",
"2075",A,~,100,,
"2075",B+, ,,"1",
"2076",p,=,71,,
"2076",B+,=,29,,
"2077",B-, ,,"1",
"2077",B-n, ,,"1",
"2078",B-,=,100,,
"2078",B-n, ,,"1",
"2079",B-,=,100,,
"2079",B-n, ,,"1",
"2080",B-,=,100,,
"2081",B-,=,100,,
"2082",B-,=,100,,
"2083",B-,=,100,,
"2085",EC,=,100,,
"2086",B+,=,100,,
"2087",B+,=,100,,
"2088",B+,=,100,,
"2089",B+,=,100,,
"2089",A,=,7.5,,
"2090",B+,~,100,,
"2090",A,=,,,"1"
"2091",B+, ,,"1",
"2091",A,=,,,"1"
"2092",A,=,94,,
"2092",B+,=,14,,
"2093",A,=,96.6,,
"2093",p,=,3.4,,
"2093",B+, ,,"1",
"2094",B+,=,100,,
"2094",A,=,0,,
"2095",B-,=,100,,
"2095",B-n, ,,"1",
"2096",B-,=,100,,
"2096",B-n, ,,"1",
"2097",B-,=,100,,
"2098",B-,=,100,,
"2099",B-,=,100,,
"2100",B-,=,100,,
"2102",B+,=,83.4,,
"2102",B-,=,16.6,,
"2103",A, ,,"1",
"2103",2B+, ,,"1",
"2104",B+,~,100,,
"2104",A, ,,"1",
"2105",EC,=,100,,
"2106",B+,=,100,,
"2107",B+,~,100,,
"2107",A,~,0.0021,,
"2108",B+,=,99.09,,
"2108",A,=,0.91,,
"2109",B+,=,55.7,,
"2109",A,=,44.3,,
"2110",A,~,100,,
"2110",B+, ,,"1",
"2111",A,=,100,,
"2112",B-, ,,"1",
"2112",B-n, ,,"1",
"2113",B-,=,100,,
"2113",B-n, ,,"1",
"2114",B-,=,100,,
"2114",B-n, ,,"1",
"2115",B-,=,100,,
"2116",B-,=,100,,
"2117",B-,=,100,,
"2118",B-,=,100,,
"2120",EC,=,100,,
"2121",B+,=,100,,
"2122",B+,=,100,,
"2123",B+,=,100,,
"2124",B+,=,100,,
"2125",B+,~,100,,
"2125",A,=,,,"1"
"2126",B+,=,65,,
"2126",A,=,35,,
"2127",B+,=,66,,
"2127",A,=,34,,
"2128",A,~,100,,
"2128",B+, ,,"1",
"2129",p, ,,"1",
"2129",A, ,,"1",
"2130",B-,=,100,,
"2130",B-n, ,,"1",
"2131",B-,=,100,,
"2131",B-n, ,,"1",
"2132",B-,=,100,,
"2132",B-n, ,,"1",
"2133",B-,=,100,,
"2134",B-,=,100,,
"2135",2B-, ,,"1",
"2136",B-,=,100,,
"2138",B+,=,100,,
"2139",EC,=,100,,
"2140",B+,=,100,,
"2141",B+,=,100,,
"2142",B+,=,100,,
"2142",A, ,,"1",
"2143",B+,=,99.3,,
"2143",A,=,0.7,,
"2144",B+, ,,"1",
"2144",A,=,,,"1"
"2145",A,=,87,,
"2145",B+, ,,"1",
"2146",p,=,89,,
"2146",A,=,11,,
"2147",B-, ,,"1",
"2147",B-n, ,,"1",
"2148",B-,=,100,,
"2148",B-n, ,,"1",
"2149",B-,=,100,,
"2149",B-n, ,,"1",
"2150",B-,=,100,,
"2151",B-,=,100,,
"2152",B-,=,100,,
"2153",B-,=,100,,
"2155",EC,=,100,,
"2156",B+,=,100,,
"2157",B+,=,100,,
"2158",B+,=,100,,
"2159",B+,=,100,,
"2160",B+,=,99.71,,
"2160",A,=,0.29,,
"2161",B+, ,,"1",
"2161",A, ,,"1",
"2162",A,=,73,,
"2162",B+,=,27,,
"2163",p,~,100,,
"2163",A, ,,"1",
"2164",A,~,100,,
"2165",B-,=,100,,
"2166",B-,=,100,,
"2166",B-n, ,,"1",
"2167",B-,=,100,,
"2168",B-,=,100,,
"2169",B-,=,100,,
"2170",B-,=,100,,
"2172",B+,=,100,,
"2173",A, ,,"1",
"2173",2B+, ,,"1",
"2174",B+,=,100,,
"2175",B+,=,100,,
"2176",B+,=,100,,
"2177",B+,=,99.992,,
"2177",A,=,0.008,,
"2178",B+,=,99.926,,
"2178",A,=,0.074,,
"2179",B+, ,,"1",
"2179",A,=,45.2,,
"2180",A,=,94,,
"2180",B+, ,,"1",
"2181",A,=,100,,
"2182",B-, ,,"1",
"2182",B-n, ,,"1",
"2183",B-,=,100,,
"2183",B-n, ,,"1",
"2184",B-,=,100,,
"2185",B-,=,100,,
"2186",B-,=,100,,
"2187",B-,=,100,,
"2189",EC,=,100,,
"2190",B+,=,100,,
"2191",B+,=,100,,
"2192",B+,=,100,,
"2193",B+,=,100,,
"2194",B+,=,100,,
"2194",A, ,,"1",
"2195",B+,~,100,,
"2195",A, ,,"1",
"2196",B+, ,,"1",
"2196",A,=,14,,
"2197",B+, ,,"1",
"2197",A,=,32,,
"2198",A,~,100,,
"2198",B+, ,,"1",
"2199",p, ,,"1",
"2200",B-, ,,"1",
"2200",B-n, ,,"1",
"2201",B-,=,100,,
"2201",B-n, ,,"1",
"2202",B-,=,100,,
"2203",B-,=,100,,
"2204",B-,=,100,,
"2206",EC,=,61,,
"2206",B+,=,39,,
"2207",A, ,,"1",
"2207",2B+, ,,"1",
"2208",B+,=,100,,
"2208",EC,=,61,,
"2208",e+,=,39,,
"2209",EC,=,100,,
"2210",B+,=,100,,
"2211",B+,=,100,,
"2212",B+,=,100,,
"2213",B+,=,96.2,,
"2213",A,=,3.8,,
"2214",A,=,,,"1"
"2214",B+, ,,"1",
"2215",A,=,96,,
"2215",B+, ,,"1",
"2216",p, ,,"1",
"2216",A, ,,"1",
"2216",B+, ,,"1",
"2217",B-, ,,"1",
"2217",B-n, ,,"1",
"2218",B-,=,100,,
"2218",B-n, ,,"1",
"2219",B-,=,100,,
"2219",B-n, ,,"1",
"2220",B-,=,100,,
"2221",B-,=,100,,
"2222",B-,=,100,,
"2224",EC,=,100,,
"2225",B+,=,100,,
"2226",B+,=,100,,
"2227",B+,=,100,,
"2228",B+,=,100,,
"2229",B+,=,100,,
"2230",B+,=,100,,
"2230",A, ,,"1",
"2231",B+,=,86,,
"2231",A,=,14,,
"2232",A,=,90,,
"2232",B+,=,10,,
"2233",p, ,,"1",
"2233",A, ,,"1",
"2234",A,=,100,,
"2235",B-,=,100,,
"2236",B-,=,100,,
"2236",B-n, ,,"1",
"2237",B-,=,100,,
"2238",B-,=,100,,
"2239",B-,=,100,,
"2240",B-,=,100,,
"2242",B+,=,100,,
"2243",EC,=,100,,
"2244",B+,=,100,,
"2245",B+,=,100,,
"2246",B+,=,100,,
"2247",B+,=,99.965,,
"2247",A,=,0.035,,
"2248",B+,=,88,,
"2248",A,=,12,,
"2249",A,=,83,,
"2249",B+,=,17,,
"2250",A,=,93,,
"2250",p,=,7,,
"2251",A,=,100,,
"2252",B-, ,,"1",
"2252",B-n, ,,"1",
"2253",B-,=,100,,
"2253",B-n, ,,"1",
"2254",B-,=,100,,
"2255",B-,=,100,,
"2256",B-,=,100,,
"2257",B-,=,100,,
"2259",EC,=,100,,
"2260",B+,=,100,,
"2261",B+,=,100,,
"2262",B+,=,100,,
"2263",B+,=,100,,
"2264",B+,=,99.96,,
"2264",A,=,0.04,,
"2265",A,~,100,,
"2265",B+,=,,,"1"
"2266",A,=,51,,
"2266",B+, ,,"1",
"2267",A,=,43.5,,
"2267",p,=,38.6,,
"2267",B+, ,,"1",
"2268",A,=,100,,
"2269",B-, ,,"1",
"2269",B-n, ,,"1",
"2270",B-,=,100,,
"2270",B-n, ,,"1",
"2271",B-,=,100,,
"2272",B-,=,100,,
"2273",B-,=,100,,
"2274",B-,=,100,,
"2276",B+,~,100,,
"2276",B-,=,0.01,,
"2277",A, ,,"1",
"2277",2B+, ,,"1",
"2278",B+,=,100,,
"2279",B+,=,100,,
"2279",EC,~,98,,
"2279",e+,~,2,,
"2280",B+,=,100,,
"2281",B+,~,100,,
"2281",A,=,0.0032,,
"2282",B+,~,100,,
"2282",A,~,0.005,,
"2283",B+,=,57,,
"2283",A,=,43,,
"2284",A,~,100,,
"2284",B+, ,,"1",
"2284",B+p, ,,"1",
"2285",A,~,100,,
"2285",B+, ,,"1",
"2286",p, ,,"1",
"2287",B-, ,,"1",
"2288",B-,=,100,,
"2288",B-n, ,,"1",
"2289",B-,=,100,,
"2289",B-n, ,,"1",
"2290",B-,=,100,,
"2291",B-,=,100,,
"2292",B-,=,100,,
"2294",EC,=,100,,
"2295",B+,=,100,,
"2296",B+,=,100,,
"2297",B+,=,100,,
"2298",B+,=,100,,
"2299",B+,=,,,"1"
"2299",A,=,0.005,,
"2300",B+,=,86.3,,
"2300",A,=,13.7,,
"2301",A,=,53,,
"2301",B+, ,,"1",
"2302",A,~,100,,
"2302",B+, ,,"1",
"2303",p, ,,"1",
"2303",A, ,,"1",
"2303",B+, ,,"1",
"2304",B-, ,,"1",
"2304",B-n, ,,"1",
"2305",B-,=,100,,
"2305",B-n, ,,"1",
"2306",B-,=,100,,
"2306",B-n, ,,"1",
"2307",B-,=,100,,
"2308",B-,=,100,,
"2309",2B-, ,,"1",
"2309",A, ,,"1",
"2310",B-,=,99.869,,
"2310",EC,=,0.131,,
"2312",B+,=,100,,
"2313",EC,=,100,,
"2314",B+,=,100,,
"2315",B+,=,100,,
"2316",B+,=,100,,
"2317",B+,=,90.5,,
"2317",A,=,9.5,,
"2318",B+, ,,"1",
"2318",A,=,5.2,,
"2319",A,~,100,,
"2319",B+, ,,"1",
"2320",p,=,89,,
"2320",A,=,11,,
"2321",A,=,100,,
"2322",B-, ,,"1",
"2322",B-n, ,,"1",
"2323",B-,=,100,,
"2323",B-n, ,,"1",
"2324",B-,=,100,,
"2325",B-,=,100,,
"2326",B-,=,100,,
"2327",B-,=,100,,
"2329",B+,=,100,,
"2330",B+,=,100,,
"2331",B+,=,100,,
"2332",B+,=,100,,
"2333",B+,=,100,,
"2334",B+, ,,"1",
"2334",A,=,1.8,,
"2335",B+, ,,"1",
"2335",A,=,15,,
"2336",A,=,86,,
"2336",B+, ,,"1",
"2337",p,~,100,,
"2337",A, ,,"1",
"2338",A,~,100,,
"2338",B+, ,,"1",
"2339",B-, ,,"1",
"2339",B-n, ,,"1",
"2340",B-,=,100,,
"2340",B-n, ,,"1",
"2341",B-,=,100,,
"2342",B-,=,100,,
"2343",B-,=,100,,
"2344",B-,=,100,,
"2346",B+,=,100,,
"2347",EC,=,100,,
"2348",B+,=,100,,
"2349",B+,=,100,,
"2350",B+,=,100,,
"2351",B+,=,98.81,,
"2351",A,=,1.19,,
"2352",B+,~,98,,
"2352",A,~,2,,
"2353",A,=,96,,
"2353",B+, ,,"1",
"2354",A,~,100,,
"2354",p, ,,"1",
"2354",B+, ,,"1",
"2355",A,~,100,,
"2355",B+, ,,"1",
"2356",B-, ,,"1",
"2356",B-n, ,,"1",
"2357",B-,=,100,,
"2357",B-n, ,,"1",
"2358",B-,=,100,,
"2359",B-,=,100,,
"2360",B-,=,100,,
"2362",EC,=,100,,
"2363",B+,=,100,,
"2364",B+,=,100,,
"2365",B+,=,100,,
"2366",B+,=,100,,
"2367",B+,=,99.6,,
"2367",A,=,0.4,,
"2368",B+,=,96.5,,
"2368",A,=,3.5,,
"2369",A,=,86,,
"2369",B+, ,,"1",
"2370",A,=,86,,
"2370",B+, ,,"1",
"2371",A,=,100,,
"2372",B-, ,,"1",
"2372",B-n, ,,"1",
"2373",B-, ,,"1",
"2373",B-n, ,,"1",
"2374",B-,=,100,,
"2375",B-,=,100,,
"2376",B-,=,100,,
"2378",B+,=,100,,
"2379",A,=,100,,
"2379",2B+, ,,"1",
"2380",B+,=,100,,
"2381",B+,=,100,,
"2382",B+,=,100,,
"2383",B+,~,100,,
"2383",A,=,0.024,,
"2384",B+,=,99.5,,
"2384",A,=,0.5,,
"2385",A,=,74.9,,
"2385",B+, ,,"1",
"2386",A,=,90,,
"2386",B+, ,,"1",
"2387",A,~,100,,
"2387",B+, ,,"1",
"2388",B-, ,,"1",
"2388",B-n, ,,"1",
"2389",B-,=,100,,
"2389",B-n, ,,"1",
"2390",B-,=,100,,
"2391",B-,=,100,,
"2392",B-,=,100,,
"2394",EC,=,100,,
"2395",B+,=,100,,
"2396",B+,=,100,,
"2397",B+,=,100,,
"2398",B+,=,100,,
"2399",B+,=,99.15,,
"2399",A,=,0.85,,
"2400",A,=,64,,
"2400",B+, ,,"1",
"2401",A,=,88,,
"2401",B+, ,,"1",
"2402",A,~,100,,
"2402",B+, ,,"1",
"2403",B-, ,,"1",
"2403",B-n, ,,"1",
"2404",B-, ,,"1",
"2404",B-n, ,,"1",
"2405",B-, ,,"1",
"2406",B-,=,100,,
"2407",2B-, ,,"1",
"2407",A, ,,"1",
"2408",B-,=,100,,
"2408",B+,=,0.45,,
"2410",B+,=,100,,
"2411",EC,=,100,,
"2412",B+,=,100,,
"2413",B+,=,100,,
"2414",B+,=,96.9,,
"2414",A,=,3.1,,
"2415",B+, ,,"1",
"2415",A,=,40,,
"2416",A,=,75,,
"2416",B+, ,,"1",
"2417",A,=,90,,
"2417",B+, ,,"1",
"2418",p,~,100,,
"2418",A, ,,"1",
"2418",B+, ,,"1",
"2419",B-,=,100,,
"2419",n, ,,"1",
"2420",B-, ,,"1",
"2421",B-,=,100,,
"2422",B-,=,100,,
"2423",B-,=,100,,
"2425",B+,=,100,,
"2426",B+,=,100,,
"2427",B+,=,100,,
"2428",B+,=,100,,
"2429",B+,~,100,,
"2429",A,=,0.06,,
"2430",B+,=,94.3,,
"2430",A,=,5.7,,
"2431",A,=,40,,
"2431",B+,=,60,,
"2432",A,~,100,,
"2432",B+, ,,"1",
"2433",A,=,73,,
"2433",p, ,,"1",
"2434",B-, ,,"1",
"2434",B-n, ,,"1",
"2435",B-, ,,"1",
"2436",B-, ,,"1",
"2436",B-n, ,,"1",
"2437",B-,=,100,,
"2438",B-,=,100,,
"2440",B+,=,100,,
"2441",EC,=,100,,
"2442",B+,=,100,,
"2443",B+,=,100,,
"2444",B+,=,100,,
"2445",B+,=,92.3,,
"2445",A,=,7.7,,
"2446",B+,=,84,,
"2446",A,=,16,,
"2447",A,=,89,,
"2447",B+, ,,"1",
"2448",A,=,62,,
"2448",B+,=,38,,
"2448",B+SF,=,0.15,,
"2449",A,~,100,,
"2449",B+, ,,"1",
"2450",B-, ,,"1",
"2450",B-n, ,,"1",
"2451",B-, ,,"1",
"2451",B-n, ,,"1",
"2452",B-,=,100,,
"2453",B-,=,100,,
"2455",EC,=,100,,
"2456",B+,=,100,,
"2457",B+,=,100,,
"2458",B+,=,100,,
"2459",B+,=,100,,
"2460",B+,~,100,,
"2460",A,=,0.24,,
"2461",B+,=,78,,
"2461",A,=,22,,
"2462",A,=,75,,
"2462",B+,=,25,,
"2462",B+p,~,0.15,,
"2463",A,=,60,,
"2463",B+, ,,"1",
"2464",A,=,100,,
"2465",B-, ,,"1",
"2465",B-n, ,,"1",
"2466",B-, ,,"1",
"2466",B-n, ,,"1",
"2467",B-,=,100,,
"2468",B-,=,100,,
"2470",EC,=,85,,
"2470",B-,=,15,,
"2471",A,~,100,,
"2471",2B+, ,,"1",
"2472",B+,=,100,,
"2473",B+,=,100,,
"2474",B+,=,100,,
"2475",B+,=,99.48,,
"2475",A,=,0.52,,
"2476",B+,=,99.42,,
"2476",A,=,0.58,,
"2477",B+,=,52,,
"2477",A,=,48,,
"2478",B+,=,93,,
"2478",A,=,7,,
"2478",B+SF,=,0.0032,,
"2479",A,=,100,,
"2480",B-, ,,"1",
"2480",B-n, ,,"1",
"2481",B-, ,,"1",
"2482",B-,=,100,,
"2483",B-,=,100,,
"2485",EC,=,100,,
"2486",B+,=,100,,
"2487",B+,=,100,,
"2488",B+,=,100,,
"2489",B+,~,100,,
"2489",A,=,0.074,,
"2490",B+,=,97.3,,
"2490",A,=,2.7,,
"2491",B+,=,73,,
"2491",A,=,27,,
"2491",B+p,=,0.014,,
"2491",B+A,=,9,,
"2492",B+, ,,"1",
"2492",A,=,8.6,,
"2493",A,~,100,,
"2493",B+, ,,"1",
"2494",B-, ,,"1",
"2494",B-n, ,,"1",
"2495",B-, ,,"1",
"2496",B-,=,100,,
"2497",B-,=,100,,
"2498",B-,=,100,,
"2499",A, ,,"1",
"2500",B+,=,100,,
"2501",EC,=,100,,
"2502",B+,=,100,,
"2503",B+,=,0.962,,
"2503",A,=,0.038,,
"2504",B+,~,100,,
"2504",A,=,0.13,,
"2505",B+,=,86.2,,
"2505",A,=,13.8,,
"2505",B+p,<,1,,
"2506",B+,~,100,,
"2506",A,>,0.49,,
"2506",B+SF,<,3.4,,
"2507",A,~,100,,
"2507",B+, ,,"1",
"2508",B-, ,,"1",
"2509",B-,=,100,,
"2510",B-,=,100,,
"2511",B-,=,100,,
"2512",A, ,,"1",
"2513",EC,=,100,,
"2514",B+,=,100,,
"2515",B+,~,100,,
"2515",A, ,,"1",
"2516",B+,~,100,,
"2516",A,=,0.0096,,
"2517",B+,=,99.45,,
"2517",A,=,0.55,,
"2518",B+,=,88.3,,
"2518",A,=,11.7,,
"2518",B+p,=,2.6,,
"2519",B+,=,,,"1"
"2519",A, ,,"1",
"2520",A,~,100,,
"2520",B+, ,,"1",
"2521",B-, ,,"1",
"2522",B-,=,100,,
"2523",B-,=,100,,
"2524",B-,=,100,,
"2525",A, ,,"1",
"2526",B+,=,100,,
"2527",A, ,,"1",
"2527",2B+, ,,"1",
"2528",B+,=,100,,
"2529",B+,~,100,,
"2529",A,=,0.0017,,
"2530",B+,~,100,,
"2530",A,~,0.013,,
"2531",B+,=,98.89,,
"2531",A,=,1.11,,
"2532",B+,=,98.78,,
"2532",A,=,1.22,,
"2533",A,=,80,,
"2533",B+, ,,"1",
"2534",A,=,100,,
"2535",B-, ,,"1",
"2536",B-, ,,"1",
"2537",B-,=,100,,
"2538",B-,=,100,,
"2539",B-,=,100,,
"2541",EC,=,100,,
"2542",B+,=,100,,
"2543",B+,~,100,,
"2543",A,=,0.005,,
"2544",B+,=,99.74,,
"2544",A,=,0.26,,
"2545",B+,=,94,,
"2545",A,=,6,,
"2546",B+,~,100,,
"2546",A, ,,"1",
"2547",B+,=,66,,
"2547",A,=,34,,
"2548",p, ,,"1",
"2548",A, ,,"1",
"2549",B-, ,,"1",
"2549",B-n, ,,"1",
"2550",B-,=,100,,
"2551",B-,=,100,,
"2552",2B-, ,,"1",
"2552",A, ,,"1",
"2553",B-,=,92.53,,
"2553",EC,=,7.47,,
"2554",A,=,100,,
"2555",B+,=,100,,
"2556",B+,=,100,,
"2556",A,~,1.4,,
"2557",B+,=,100,,
"2557",A,=,0.0008,,
"2558",B+,~,100,,
"2558",A,=,0.016,,
"2559",B+, ,,"1",
"2559",A,=,,,"1"
"2560",B+, ,,"1",
"2560",A,=,40,,
"2561",A,~,100,,
"2561",B+,=,,,"1"
"2561",B+SF,~,0.011,,
"2562",A,~,100,,
"2562",p, ,,"1",
"2563",B-, ,,"1",
"2564",B-, ,,"1",
"2565",B-,=,100,,
"2566",B-,=,100,,
"2567",B-,=,100,,
"2567",A,=,0,,
"2568",A, ,,"1",
"2569",B+,=,100,,
"2570",B+,=,100,,
"2571",B+,~,100,,
"2571",A, ,,"1",
"2572",B+,=,100,,
"2572",A, ,,"1",
"2573",B+,~,100,,
"2573",A, ,,"1",
"2574",B+,=,90.5,,
"2574",A,=,9.5,,
"2575",A,=,100,,
"2576",A,~,100,,
"2576",B+, ,,"1",
"2577",B-, ,,"1",
"2577",B-n, ,,"1",
"2578",B-, ,,"1",
"2579",B-,=,100,,
"2580",B-,=,100,,
"2581",B-,=,100,,
"2582",A, ,,"1",
"2583",B+,=,100,,
"2584",EC,=,100,,
"2584",A,=,2.6,,
"2585",B+,=,100,,
"2586",B+,=,100,,
"2586",A,=,3.7,,
"2587",B+,=,100,,
"2588",B+,=,91.5,,
"2588",A,=,8.5,,
"2589",A,~,100,,
"2589",B+, ,,"1",
"2589",B+SF,=,0.0014,,
"2590",A,~,100,,
"2590",B+, ,,"1",
"2591",B-,=,100,,
"2592",B-,=,100,,
"2593",B-,=,100,,
"2594",B-,=,100,,
"2595",A, ,,"1",
"2596",EC,=,100,,
"2597",B+,=,100,,
"2598",B+,=,100,,
"2598",A,<,3,,
"2599",B+,=,100,,
"2599",A, ,,"1",
"2600",B+,=,100,,
"2601",B+,=,99.58,,
"2601",A,=,0.42,,
"2602",A,~,100,,
"2602",B+, ,,"1",
"2603",A,~,100,,
"2603",B+, ,,"1",
"2604",B-, ,,"1",
"2605",B-,=,100,,
"2606",B-,=,100,,
"2607",B-,=,100,,
"2608",A, ,,"1",
"2609",B+,=,100,,
"2609",e+,<,0.002,,
"2610",A,=,100,,
"2610",2B+, ,,"1",
"2611",B+,=,100,,
"2611",A,<,1,,
"2612",B+,=,100,,
"2612",A, ,,"1",
"2613",B+,=,100,,
"2614",B+,=,99.6,,
"2614",A,=,0.4,,
"2615",A,=,77,,
"2615",B+,=,23,,
"2615",B+SF,=,6,,
"2616",A,=,100,,
"2616",B+, ,,"1",
"2617",B-, ,,"1",
"2618",B-, ,,"1",
"2619",B-,=,100,,
"2620",B-,=,100,,
"2622",EC,=,100,,
"2623",B+,=,100,,
"2624",B+,=,100,,
"2624",A, ,,"1",
"2625",B+, ,,"1",
"2626",B+,~,100,,
"2626",A,=,0.51,,
"2627",A,=,51,,
"2627",B+, ,,"1",
"2628",A,~,100,,
"2628",B+, ,,"1",
"2629",A,~,100,,
"2629",B+, ,,"1",
"2630",B-,=,100,,
"2630",B-n, ,,"1",
