atomic_number,species_name,ion_charge,isoelectonic_sequence,ground_shells,ground_configuration,ground_level,ionized_level,ionization_energy,uncertainty,references,is_semi_empirical,is_theoretical
"21",Sc I,"0",Sc,[Ar].3d.4s2,3d.4s2,2D<3/2>,3d.4s 3D<1>,6.56149,6e-05,"L7185,L2110","0","0"
"21",Sc II,"1",Ca,[Ar].3d.4s,3p6.3d.4s,3D<1>,3d 2D<3/2>,12.79977,0.00025,"L7185,L5141","0","0"
"21",Sc III,"2",K,[Ar].3d,3p6.3d,2D<3/2>,3p6 1S<0>,24.756839,1.2e-05,"L1891,L7185","0","0"
"21",Sc IV,"3",Ar,[Ne].3s2.3p6,3s2.3p6,1S0,3p5 2P*<3/2>,73.4894,0.0004,"L7185,L2826","0","0"
"21",Sc V,"4",Cl,[Ne].3s2.3p5,3s2.3p5,2P*<3/2>,3p4 3P<2>,91.95,0.03,L11770,"1","0"
"21",Sc VI,"5",S,[Ne].3s2.3p4,3s2.3p4,3P<2>,3p3 4S*<3/2>,110.68,0.05,L7185,"1","0"
"21",Sc VII,"6",P,[Ne].3s2.3p3,3s2.3p3,4S*<3/2>,3p2 3P<0>,137.99,0.25,L7185,"1","0"
"21",Sc VIII,"7",Si,[Ne].3s2.3p2,3s2.3p2,3P0,3p 2P*<1/2>,158.08,0.25,L7185,"1","0"
"21",Sc IX,"8",Al,[Ne].3s2.3p,3s2.3p,2P*<1/2>,3s2 1S<0>,180.03,0.12,L7185,"0","0"
"21",Sc X,"9",Mg,[Ne].3s2,2p6.3s2,1S0,3s 2S<1/2>,225.18,0.05,L7185,"1","0"
"21",Sc XI,"10",Na,[Ne].3s,2p6.3s,2S<1/2>,2p6 1S<0>,249.798,0.005,L10106,"1","0"
"21",Sc XII,"11",Ne,1s2.2s2.2p6,2s2.2p6,1S0,2p5 2P*<3/2>,687.36,0.12,L7185,"0","0"
"21",Sc XIII,"12",F,1s2.2s2.2p5,2s2.2p5,2P*<3/2>,2p4 3P<2>,757.7,1,L11770,"1","0"
"21",Sc XIV,"13",O,1s2.2s2.2p4,2s2.2p4,3P<2>,2p3 4S*<3/2>,833.2,1.4,L11770,"1","0"
"21",Sc XV,"14",N,1s2.2s2.2p3,2s2.2p3,4S*<3/2>,2p2 3P<0>,926.5,0.7,L11770,"1","0"
"21",Sc XVI,"15",C,1s2.2s2.2p2,2s2.2p2,3P0,2p 2P*<1/2>,1008.6,0.4,L11770,"1","0"
"21",Sc XVII,"16",B,1s2.2s2.2p,2s2.2p,2P*<1/2>,2s2 1S<0>,1093.5,0.4,L11770,"1","0"
"21",Sc XVIII,"17",Be,1s2.2s2,1s2.2s2,1S0,2s 2S<1/2>,1213.1,0.4,L11770,"1","0"
"21",Sc XIX,"18",Li,1s2.2s,1s2.2s,2S<1/2>,1s2 1S<0>,1287.957,0.007,L16264c99,"0","1"
"21",Sc XX,"19",He,1s2,1s2,1S0,1s 2S<1/2>,5674.9036,0.0004,L21139,"0","1"
"21",Sc XXI,"20",H,1s,1s,2S<1/2>,,6033.75643,9e-05,L19200,"0","1"
"22",Ti I,"0",Ti,[Ar].3d2.4s2,3d2.4s2,3F<2>,3d2.4s 4F<3/2>,6.82812,1.2e-05,L17996,"0","0"
"22",Ti II,"1",Sc,[Ar].3d2.4s,3d2.(3F).4s,4F<3/2>,3d2 3F<2>,13.5755,0.0025,"L7185,L5432","0","0"
"22",Ti III,"2",Ca,[Ar].3d2,3p6.3d2,3F<2>,3d 2D<3/2>,27.49171,0.00025,"L7185,L3593","0","0"
"22",Ti IV,"3",K,[Ar].3d,3p6.3d,2D<3/2>,3p6 1S<0>,43.26717,0.00019,"L7185,L2753","0","0"
"22",Ti V,"4",Ar,[Ne].3s2.3p6,3s2.3p6,1S0,3p5 2P*<3/2>,99.299,0.012,L7185,"0","0"
"22",Ti VI,"5",Cl,[Ne].3s2.3p5,3s2.3p5,2P*<3/2>,3p4 3P<2>,119.533,0.025,L7185,"1","0"
"22",Ti VII,"6",S,[Ne].3s2.3p4,3s2.3p4,3P<2>,3p3 4S*<3/2>,140.68,0.18,L11770,"1","0"
"22",Ti VIII,"7",P,[Ne].3s2.3p3,3s2.3p3,4S*<3/2>,3p2 3P<0>,170.5,0.4,L11770,"1","0"
"22",Ti IX,"8",Si,[Ne].3s2.3p2,3s2.3p2,3P0,3p 2P*<1/2>,192.1,0.4,L7185,"1","0"
"22",Ti X,"9",Al,[Ne].3s2.3p,3s2.3p,2P*<1/2>,3s2 1S<0>,215.92,0.12,L7185,"0","0"
"22",Ti XI,"10",Mg,[Ne].3s2,2p6.3s2,1S0,3s 2S<1/2>,265.07,0.06,L7185,"1","0"
"22",Ti XII,"11",Na,[Ne].3s,2p6.3s,2S<1/2>,2p6 1S<0>,291.5,0.005,L11770,"1","0"
"22",Ti XIII,"12",Ne,1s2.2s2.2p6,2s2.2p6,1S0,2p5 2P*<3/2>,787.67,0.04,L11691,"0","0"
"22",Ti XIV,"13",F,1s2.2s2.2p5,2s2.2p5,2P*<3/2>,2p4 3P<2>,864,1.2,L11770,"1","0"
"22",Ti XV,"14",O,1s2.2s2.2p4,2s2.2p4,3P<2>,2p3 4S*<3/2>,944.5,1.6,L11770,"1","0"
"22",Ti XVI,"15",N,1s2.2s2.2p3,2s2.2p3,4S*<3/2>,2p2 3P<0>,1042.5,0.8,L11770,"1","0"
"22",Ti XVII,"16",C,1s2.2s2.2p2,2s2.2p2,3P0,2p 2P*<1/2>,1130.2,0.5,L11770,"1","0"
"22",Ti XVIII,"17",B,1s2.2s2.2p,2s2.2p,2P*<1/2>,2s2 1S<0>,1220.3,0.5,L11770,"1","0"
"22",Ti XIX,"18",Be,1s2.2s2,1s2.2s2,1S0,2s 2S<1/2>,1346.3,0.5,L11770,"1","0"
"22",Ti XX,"19",Li,1s2.2s,1s2.2s,2S<1/2>,1s2 1S<0>,1425.257,0.007,L16264c99,"0","1"
"22",Ti XXI,"20",He,1s2,1s2,1S0,1s 2S<1/2>,6249.0226,0.0007,L21139,"0","1"
"22",Ti XXII,"21",H,1s,1s,2S<1/2>,,6625.81023,0.0001,L19200,"0","1"
"23",V I,"0",V,[Ar].3d3.4s2,3d3.4s2,4F<3/2>,3d4 5D<0>,6.746187,2.1e-05,"L17712,L20010","0","0"
"23",V II,"1",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,14.634,0.007,L20009,"0","0"
"23",V III,"2",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,29.3111,0.0025,"L7185,L704,L4746","0","0"
"23",V IV,"3",Ca,[Ar].3d2,3p6.3d2,3F<2>,3d 2D<3/2>,46.709,0.005,"L7185,L147","0","0"
"23",V V,"4",K,[Ar].3d,3p6.3d,2D<3/2>,3p6 1S<0>,65.28165,0.00017,"L3917,L7185","0","0"
"23",V VI,"5",Ar,[Ne].3s2.3p6,3s2.3p6,1S0,3p5 2P*<3/2>,128.125,0.025,L7185,"0","0"
"23",V VII,"6",Cl,[Ne].3s2.3p5,3s2.3p5,2P*<3/2>,3p4 3P<2>,150.72,0.13,L11770,"1","0"
"23",V VIII,"7",S,[Ne].3s2.3p4,3s2.3p4,3P<2>,3p3 4S*<3/2>,173.55,0.21,L11770,"1","0"
"23",V IX,"8",P,[Ne].3s2.3p3,3s2.3p3,4S*<3/2>,3p2 3P<0>,206,0.4,L11770,"1","0"
"23",V X,"9",Si,[Ne].3s2.3p2,3s2.3p2,3P0,3p 2P*<1/2>,230.5,0.5,L7185,"1","0"
"23",V XI,"10",Al,[Ne].3s2.3p,3s2.3p,2P*<1/2>,3s2 1S<0>,254.8,0.4,L11770,"1","0"
"23",V XII,"11",Mg,[Ne].3s2,2p6.3s2,1S0,3s 2S<1/2>,308.5,0.3,L11770,"1","0"
"23",V XIII,"12",Na,[Ne].3s,2p6.3s,2S<1/2>,2p6 1S<0>,336.274,0.006,L11770,"1","0"
"23",V XIV,"13",Ne,1s2.2s2.2p6,2s2.2p6,1S0,2p5 2P*<3/2>,896,0.4,L7185,"0","0"
"23",V XV,"14",F,1s2.2s2.2p5,2s2.2p5,2P*<3/2>,2p4 3P<2>,977.2,1.3,L11770,"1","0"
"23",V XVI,"15",O,1s2.2s2.2p4,2s2.2p4,3P<2>,2p3 4S*<3/2>,1062.9,2,L11770,"1","0"
"23",V XVII,"16",N,1s2.2s2.2p3,2s2.2p3,4S*<3/2>,2p2 3P<0>,1165.2,1.1,L11770,"1","0"
"23",V XVIII,"17",C,1s2.2s2.2p2,2s2.2p2,3P0,2p 2P*<1/2>,1258.9,0.6,L11770,"1","0"
"23",V XIX,"18",B,1s2.2s2.2p,2s2.2p,2P*<1/2>,2s2 1S<0>,1354.2,0.5,L11770,"1","0"
"23",V XX,"19",Be,1s2.2s2,1s2.2s2,1S0,2s 2S<1/2>,1486.7,0.5,L11770,"1","0"
"23",V XXI,"20",Li,1s2.2s,1s2.2s,2S<1/2>,1s2 1S<0>,1569.656,0.007,L16264c99,"0","1"
"23",V XXII,"21",He,1s2,1s2,1S0,1s 2S<1/2>,6851.3112,0.0008,L21139,"0","1"
"23",V XXIII,"22",H,1s,1s,2S<1/2>,,7246.12624,0.00014,L19200,"0","1"
"24",Cr I,"0",Cr,[Ar].3d5.4s,3d5.(6S).4s,7S<3>,3d5 6S<5/2>,6.76651,4e-05,"L7185,L2832","0","0"
"24",Cr II,"1",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,16.486305,1.5e-05,L18847,"0","0"
"24",Cr III,"2",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,30.959,0.025,"L7185,L17500","0","0"
"24",Cr IV,"3",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,49.16,0.05,"L7185,L5498","1","0"
"24",Cr V,"4",Ca,[Ar].3d2,3p6.3d2,3F<2>,3d 2D<3/2>,69.46,0.04,"L1933,L7185","1","0"
"24",Cr VI,"5",K,[Ar].3d,3p6.3d,2D<3/2>,3p6 1S<0>,90.6349,0.0007,"L7185,L2229","0","0"
"24",Cr VII,"6",Ar,[Ne].3s2.3p6,3s2.3p6,1S0,3p5 2P*<3/2>,160.29,0.06,L11770,"1","0"
"24",Cr VIII,"7",Cl,[Ne].3s2.3p5,3s2.3p5,2P*<3/2>,3p4 3P<2>,184.76,0.15,L11770,"1","0"
"24",Cr IX,"8",S,[Ne].3s2.3p4,3s2.3p4,3P<2>,3p3 4S*<3/2>,209.5,0.3,L11770,"1","0"
"24",Cr X,"9",P,[Ne].3s2.3p3,3s2.3p3,4S*<3/2>,3p2 3P<0>,244.5,0.5,L11770,"1","0"
"24",Cr XI,"10",Si,[Ne].3s2.3p2,3s2.3p2,3P0,3p 2P*<1/2>,270.8,0.5,L7185,"1","0"
"24",Cr XII,"11",Al,[Ne].3s2.3p,3s2.3p,2P*<1/2>,3s2 1S<0>,296.7,0.6,L11770,"1","0"
"24",Cr XIII,"12",Mg,[Ne].3s2,2p6.3s2,1S0,3s 2S<1/2>,354.7,0.3,L11770,"1","0"
"24",Cr XIV,"13",Na,[Ne].3s,2p6.3s,2S<1/2>,2p6 1S<0>,384.163,0.006,L11770,"1","0"
"24",Cr XV,"14",Ne,1s2.2s2.2p6,2s2.2p6,1S0,2p5 2P*<3/2>,1011.6,0.5,L11770,"1","0"
"24",Cr XVI,"15",F,1s2.2s2.2p5,2s2.2p5,2P*<3/2>,2p4 3P<2>,1097.2,1.4,L11770,"1","0"
"24",Cr XVII,"16",O,1s2.2s2.2p4,2s2.2p4,3P<2>,2p3 4S*<3/2>,1188,2.1,L11770c98,"1","0"
"24",Cr XVIII,"17",N,1s2.2s2.2p3,2s2.2p3,4S*<3/2>,2p2 3P<0>,1294.8,1.6,L11770,"1","0"
"24",Cr XIX,"18",C,1s2.2s2.2p2,2s2.2p2,3P0,2p 2P*<1/2>,1394.5,0.7,L11770,"1","0"
"24",Cr XX,"19",B,1s2.2s2.2p,2s2.2p,2P*<1/2>,2s2 1S<0>,1495.1,0.7,L11770,"1","0"
"24",Cr XXI,"20",Be,1s2.2s2,1s2.2s2,1S0,2s 2S<1/2>,1634.1,0.5,L11770,"1","0"
"24",Cr XXII,"21",Li,1s2.2s,1s2.2s,2S<1/2>,1s2 1S<0>,1721.183,0.007,L16264c99,"0","1"
"24",Cr XXIII,"22",He,1s2,1s2,1S0,1s 2S<1/2>,7481.8624,0.0012,L21139,"0","1"
"24",Cr XXIV,"23",H,1s,1s,2S<1/2>,,7894.80289,0.00019,L19200,"0","1"
"25",Mn I,"0",Mn,[Ar].3d5.4s2,3d5.4s2,6S<5/2>,3d5.4s 7S<3>,7.434038,1.2e-06,L19057,"0","0"
"25",Mn II,"1",Cr,[Ar].3d5.4s,3d5.(6S).4s,7S<3>,3d5 6S<5/2>,15.63999,7e-05,"L7185,L562","0","0"
"25",Mn III,"2",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,33.668,0.012,"L7185,L457","0","0"
"25",Mn IV,"3",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,51.21,0.12,"L7185,L241","1","0"
"25",Mn V,"4",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,72.41,0.1,"L7185,L241c99","1","0"
"25",Mn VI,"5",Ca,[Ar].3d2,3p6.3d2,3F<2>,3d 2D<3/2>,95.604,0.025,L7185,"0","0"
"25",Mn VII,"6",K,[Ar].3d,3p6.3d,2D<3/2>,3p6 1S<0>,119.203,0.012,"L7185,L5223","0","0"
"25",Mn VIII,"7",Ar,[Ne].3s2.3p6,3s2.3p6,1S0,3p5 2P*<3/2>,195.5,0.3,L11770,"1","0"
"25",Mn IX,"8",Cl,[Ne].3s2.3p5,3s2.3p5,2P*<3/2>,3p4 3P<2>,221.89,0.17,L11770,"1","0"
"25",Mn X,"9",S,[Ne].3s2.3p4,3s2.3p4,3P<2>,3p3 4S*<3/2>,248.6,0.3,L11770,"1","0"
"25",Mn XI,"10",P,[Ne].3s2.3p3,3s2.3p3,4S*<3/2>,3p2 3P<0>,286.1,0.5,L11770,"1","0"
"25",Mn XII,"11",Si,[Ne].3s2.3p2,3s2.3p2,3P0,3p 2P*<1/2>,314.4,0.6,L7185,"1","0"
"25",Mn XIII,"12",Al,[Ne].3s2.3p,3s2.3p,2P*<1/2>,3s2 1S<0>,343.6,0.7,L7185,"1","0"
"25",Mn XIV,"13",Mg,[Ne].3s2,2p6.3s2,1S0,3s 2S<1/2>,402.95,0.25,L7185,"1","0"
"25",Mn XV,"14",Na,[Ne].3s,2p6.3s,2S<1/2>,2p6 1S<0>,435.172,0.007,L11770,"1","0"
"25",Mn XVI,"15",Ne,1s2.2s2.2p6,2s2.2p6,1S0,2p5 2P*<3/2>,1133.7,0.6,L11770,"1","0"
"25",Mn XVII,"16",F,1s2.2s2.2p5,2s2.2p5,2P*<3/2>,2p4 3P<2>,1224.1,1.5,L11770,"1","0"
"25",Mn XVIII,"17",O,1s2.2s2.2p4,2s2.2p4,3P<2>,2p3 4S*<3/2>,1320.3,2.5,L11770,"1","0"
"25",Mn XIX,"18",N,1s2.2s2.2p3,2s2.2p3,4S*<3/2>,2p2 3P<0>,1430.9,2.2,L11770,"1","0"
"25",Mn XX,"19",C,1s2.2s2.2p2,2s2.2p2,3P0,2p 2P*<1/2>,1537.2,0.8,L11770,"1","0"
"25",Mn XXI,"20",B,1s2.2s2.2p,2s2.2p,2P*<1/2>,2s2 1S<0>,1643.2,0.7,L11770,"1","0"
"25",Mn XXII,"21",Be,1s2.2s2,1s2.2s2,1S0,2s 2S<1/2>,1788.7,0.6,L11770,"1","0"
"25",Mn XXIII,"22",Li,1s2.2s,1s2.2s,2S<1/2>,1s2 1S<0>,1879.873,0.007,L16264c99,"0","1"
"25",Mn XXIV,"23",He,1s2,1s2,1S0,1s 2S<1/2>,8140.7864,0.0014,L21139,"0","1"
"25",Mn XXV,"24",H,1s,1s,2S<1/2>,,8571.95438,0.00022,L19200,"0","1"
"26",Fe I,"0",Fe,[Ar].3d6.4s2,3d6.4s2,5D<4>,3d6.4s 6D<9/2>,7.9024681,1.2e-06,L7743c109,"0","0"
"26",Fe II,"1",Mn,[Ar].3d6.4s,3d6.(5D).4s,6D<9/2>,3d6 5D<4>,16.19921,5e-05,L18349,"0","0"
"26",Fe III,"2",Cr,[Ar].3d6,"3d6",5D<4>,3d5 6S<5/2>,30.651,0.012,"L7185,L1171","0","0"
"26",Fe IV,"3",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,54.91,0.04,L17209,"0","0"
"26",Fe V,"4",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,75,0.15,"L7185,L241","1","0"
"26",Fe VI,"5",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,98.985,0.015,L17209,"0","0"
"26",Fe VII,"6",Ca,[Ar].3d2,3p6.3d2,3F<2.000>,3p6.3d 2D<3/2>,124.9671,0.0025,"L22066,L5267","0","0"
"26",Fe VIII,"7",K,[Ar].3d,3p6.3d,2D<3/2>,3p6 1S<0>,151.06,0.012,L7185,"0","0"
"26",Fe IX,"8",Ar,[Ne].3s2.3p6,3s2.3p6,1S0,3p5 2P*<3/2>,233.6,0.4,L7185,"1","0"
"26",Fe X,"9",Cl,[Ne].3s2.3p5,3s2.3p5,2P*<3/2>,3p4 3P<2>,262.1,0.12,L7185,"1","0"
"26",Fe XI,"10",S,[Ne].3s2.3p4,3s2.3p4,3P<2>,3p3 4S*<3/2>,290.9,0.4,L11770,"1","0"
"26",Fe XII,"11",P,[Ne].3s2.3p3,3s2.3p3,4S*<3/2>,3p2 3P<0>,330.8,0.6,L11770,"1","0"
"26",Fe XIII,"12",Si,[Ne].3s2.3p2,3s2.3p2,3P0,3p 2P*<1/2>,361,0.7,L7185,"1","0"
"26",Fe XIV,"13",Al,[Ne].3s2.3p,3s2.3p,2P*<1/2>,3s2 1S<0>,392.2,0.7,L7185,"1","0"
"26",Fe XV,"14",Mg,[Ne].3s2,2p6.3s2,1S0,3s 2S<1/2>,456.2,0.5,L17943,"0","0"
"26",Fe XVI,"15",Na,[Ne].3s,2p6.3s,2S<1/2>,2p6 1S<0>,489.312,0.014,L11770,"1","0"
"26",Fe XVII,"16",Ne,1s2.2s2.2p6,2s2.2p6,1S0,2p5 2P*<3/2>,1262.7,0.7,L11770,"1","0"
"26",Fe XVIII,"17",F,1s2.2s2.2p5,2s2.2p5,2P*<3/2>,2p4 3P<2>,1357.8,1.9,L11770,"1","0"
"26",Fe XIX,"18",O,1s2.2s2.2p4,2s2.2p4,3P<2>,2p3 4S*<3/2>,1460,3,L11770,"1","0"
"26",Fe XX,"19",N,1s2.2s2.2p3,2s2.2p3,4S*<3/2>,2p2 3P<0>,1575.6,0.5,L7185,"0","0"
"26",Fe XXI,"20",C,1s2.2s2.2p2,2s2.2p2,3P0,2p 2P*<1/2>,1687,1,L11770,"1","0"
"26",Fe XXII,"21",B,1s2.2s2.2p,2s2.2p,2P*<1/2>,2s2 1S<0>,1798.4,0.8,L11770,"1","0"
"26",Fe XXIII,"22",Be,1s2.2s2,1s2.2s2,1S0,2s 2S<1/2>,1950.4,1.8,L11770,"1","0"
"26",Fe XXIV,"23",Li,1s2.2s,1s2.2s,2S<1/2>,1s2 1S<0>,2045.759,0.007,L16264c99,"0","1"
"26",Fe XXV,"24",He,1s2,1s2,1S0,1s 2S<1/2>,8828.1864,0.0012,L21139,"0","1"
"26",Fe XXVI,"25",H,1s,1s,2S<1/2>,,9277.6886,0.0003,L19200,"0","1"
"27",Co I,"0",Co,[Ar].3d7.4s2,3p6.3d7.4s2,4F<9/2>,3d8 3F<4>,7.88101,0.00012,L10545,"0","0"
"27",Co II,"1",Fe,[Ar].3d8,"3d8",3F<4>,3d7 4F<9/2>,17.0844,0.0012,"L7185,L2115","0","0"
"27",Co III,"2",Mn,[Ar].3d7,"3d7",4F<9/2>,3d6 5D<4>,33.5,0.06,"L7185,L17500","1","0"
"27",Co IV,"3",Cr,[Ar].3d6,"3d6",5D<4>,3d5 6S<5/2>,51.27,0.1,"L7185,L241","1","0"
"27",Co V,"4",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,79.5,0.2,"L7185,L241","1","0"
"27",Co VI,"5",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,102,0.2,"L7185,L241","1","0"
"27",Co VII,"6",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,128.9,0.5,"L7185,L241c99","1","0"
"27",Co VIII,"7",Ca,[Ar].3d2,3p6.3d2,3F<2>,3d 2D<3/2>,157.8,0.6,L7185,"1","0"
"27",Co IX,"8",K,[Ar].3d,3p6.3d,2D<3/2>,3p6 1S<0>,186.14,0.25,L7185,"0","0"
"27",Co X,"9",Ar,[Ne].3s2.3p6,3s2.3p6,1S0,3p5 2P*<3/2>,275.4,0.4,L7185,"1","0"
"27",Co XI,"10",Cl,[Ne].3s2.3p5,3s2.3p5,2P*<3/2>,3p4 3P<2>,305.32,0.23,L11770,"1","0"
"27",Co XII,"11",S,[Ne].3s2.3p4,3s2.3p4,3P<2>,3p3 4S*<3/2>,336.1,0.4,L11770,"1","0"
"27",Co XIII,"12",P,[Ne].3s2.3p3,3s2.3p3,4S*<3/2>,3p2 3P<0>,378.5,0.7,L11770,"1","0"
"27",Co XIV,"13",Si,[Ne].3s2.3p2,3s2.3p2,3P0,3p 2P*<1/2>,410,1,L11770,"1","0"
"27",Co XV,"14",Al,[Ne].3s2.3p,3s2.3p,2P*<1/2>,3s2 1S<0>,441.1,1.4,L11770,"1","0"
"27",Co XVI,"15",Mg,[Ne].3s2,2p6.3s2,1S0,3s 2S<1/2>,511.96,0.06,L7185,"1","0"
"27",Co XVII,"16",Na,[Ne].3s,2p6.3s,2S<1/2>,2p6 1S<0>,546.588,0.015,L11770c98,"1","0"
"27",Co XVIII,"17",Ne,1s2.2s2.2p6,2s2.2p6,1S0,2p5 2P*<3/2>,1397.2,0.5,L7185,"0","0"
"27",Co XIX,"18",F,1s2.2s2.2p5,2s2.2p5,2P*<3/2>,2p4 3P<2>,1504.5,1.2,L7185,"0","0"
"27",Co XX,"19",O,1s2.2s2.2p4,2s2.2p4,3P<2>,2p3 4S*<3/2>,1606,4,L11770,"1","0"
"27",Co XXI,"20",N,1s2.2s2.2p3,2s2.2p3,4S*<3/2>,2p2 3P<0>,1724,3,L11770,"1","0"
"27",Co XXII,"21",C,1s2.2s2.2p2,2s2.2p2,3P0,2p 2P*<1/2>,1844,1.1,L11770,"1","0"
"27",Co XXIII,"22",B,1s2.2s2.2p,2s2.2p,2P*<1/2>,2s2 1S<0>,1960.8,0.8,L11770,"1","0"
"27",Co XXIV,"23",Be,1s2.2s2,1s2.2s2,1S0,2s 2S<1/2>,2119.4,1.9,L11770,"1","0"
"27",Co XXV,"24",Li,1s2.2s,1s2.2s,2S<1/2>,1s2 1S<0>,2218.876,0.007,L16264c99,"0","1"
"27",Co XXVI,"25",He,1s2,1s2,1S0,1s 2S<1/2>,9544.1817,0.001,L21139,"0","1"
"27",Co XXVII,"26",H,1s,1s,2S<1/2>,,10012.1297,0.0004,L19200,"0","1"
"28",Ni I,"0",Ni,[Ar].3d8.4s2,3d8.(3F).4s2,3F<4>,3d9 2D<5/2>,7.639878,1.7e-05,L12369,"0","0"
"28",Ni II,"1",Co,[Ar].3d9,3p6.3d9,2D<5/2>,3d8 3F<4>,18.168838,2.5e-05,"L7185,L897","0","0"
"28",Ni III,"2",Fe,[Ar].3d8,3p6.3d8,3F<4>,3d7 4F<9/2>,35.187,0.019,L11049,"0","0"
"28",Ni IV,"3",Mn,[Ar].3d7,3p6.3d7,4F<9/2>,3d6 5D<4>,54.92,0.25,"L7185,L241","1","0"
"28",Ni V,"4",Cr,[Ar].3d6,"3d6",5D<4>,3d6 6S<5/2>,76.06,0.06,L7185,"1","0"
"28",Ni VI,"5",V,[Ar].3d5,"3d5",6S<5/2>,3d4 5D<0>,108,1,"L7185,L241c99","1","0"
"28",Ni VII,"6",Ti,[Ar].3d4,"3d4","5D0",3d3 4F<3/2>,132,2,L8672c99,"0","1"
"28",Ni VIII,"7",Sc,[Ar].3d3,"3d3",4F<3/2>,3d2 3F<2>,162,2.1,L8672c99,"0","1"
"28",Ni IX,"8",Ca,[Ar].3d2,3p6.3d2,3F<2>,3d 2D<3/2>,193.2,0.5,L241c99,"1","0"
"28",Ni X,"9",K,[Ar].3d,3p6.3d,2D<3/2>,3p6 1S<0>,224.7,0.5,"L7185,L241c99","1","0"
"28",Ni XI,"10",Ar,[Ne].3s2.3p6,3s2.3p6,1S0,3p5 2P*<3/2>,319.5,0.7,L11770,"1","0"
"28",Ni XII,"11",Cl,[Ne].3s2.3p5,3s2.3p5,2P*<3/2>,3p4 3P<2>,351.6,0.3,L11770,"1","0"
"28",Ni XIII,"12",S,[Ne].3s2.3p4,3s2.3p4,3P<2>,3p3 4S*<3/2>,384.5,0.5,L11770,"1","0"
"28",Ni XIV,"13",P,[Ne].3s2.3p3,3s2.3p3,4S*<3/2>,3p2 3P<0>,429.3,0.8,L11770,"1","0"
"28",Ni XV,"14",Si,[Ne].3s2.3p2,3s2.3p2,3P0,3p 2P*<1/2>,462.8,1.1,L11770,"1","0"
"28",Ni XVI,"15",Al,[Ne].3s2.3p,3s2.3p,2P*<1/2>,3s2 1S<0>,495.4,1.7,L11770,"1","0"
"28",Ni XVII,"16",Mg,[Ne].3s2,2p6.3s2,1S0,3s 2S<1/2>,571.07,0.12,L7185,"1","0"
"28",Ni XVIII,"17",Na,[Ne].3s,2p6.3s,2S<1/2>,2p6 1S<0>,607.02,0.019,L11770,"1","0"
"28",Ni XIX,"18",Ne,1s2.2s2.2p6,2s2.2p6,1S0,2p5 2P*<3/2>,1540.1,0.5,L9858,"0","0"
"28",Ni XX,"19",F,1s2.2s2.2p5,2s2.2p5,2P*<3/2>,2p4 3P<2>,1646,3,L11770,"1","0"
"28",Ni XXI,"20",O,1s2.2s2.2p4,2s2.2p4,3P<2>,2p3 4S*<3/2>,1758,4,L11770,"1","0"
"28",Ni XXII,"21",N,1s2.2s2.2p3,2s2.2p3,4S*<3/2>,2p2 3P<0>,1880,5,L11770,"1","0"
"28",Ni XXIII,"22",C,1s2.2s2.2p2,2s2.2p2,3P0,2p 2P*<1/2>,2008.1,1.3,L11770,"1","0"
"28",Ni XXIV,"23",B,1s2.2s2.2p,2s2.2p,2P*<1/2>,2s2 1S<0>,2130.5,0.9,L11770,"1","0"
"28",Ni XXV,"24",Be,1s2.2s2,1s2.2s2,1S0,2s 2S<1/2>,2295.6,2.1,L11770,"1","0"
"28",Ni XXVI,"25",Li,1s2.2s,1s2.2s,2S<1/2>,1s2 1S<0>,2399.259,0.007,L16264c99,"0","1"
"28",Ni XXVII,"26",He,1s2,1s2,1S0,1s 2S<1/2>,10288.8848,0.001,L21139,"0","1"
"28",Ni XXVIII,"27",H,1s,1s,2S<1/2>,,10775.3948,0.0004,L19200,"0","1"
"29",Cu I,"0",Cu,[Ar].3d10.4s,3d10.4s,2S<1/2>,3d10 1S<0>,7.72638,4e-06,L14897,"0","0"
"29",Cu II,"1",Ni,[Ar].3d10,"3d10",1S0,3d9 2D<5/2>,20.29239,6e-05,"L869,L19804","0","0"
"29",Cu III,"2",Co,[Ar].3d9,3p6.3d9,2D<5/2>,3d8 3F<4>,36.841,0.012,"L10559,L2987","0","0"
"29",Cu IV,"3",Fe,[Ar].3d8,3p6.3d8,3F<4>,3d7 4F<9/2>,57.38,0.05,"L10559,L5144","1","0"
"29",Cu V,"4",Mn,[Ar].3d7,3p6.3d7,4F<9/2>,3d6 5D<4>,79.8,0.7,"L10559,L241","1","0"
